"word_id","word","part_of_speech","definition","synonyms","letters","count","difficulty","example_sentences"
"6098","stockyard","noun","enclosed yard where cattle, pigs, horses, or sheep are kept temporarily","","9","858937","0.64279078866943",""
"6099","stolon","noun","a horizontal branch from the base of plant that produces new plants from buds at its tips","offset, runner","6","178313","0.571414798988425",""
"6100","stonechat","noun","common European chat with black plumage and a reddish-brown breast","saxicola torquata","9","10398","0.642856342724971",""
"6101","stonecrop","noun","any of various northern temperate plants of the genus Sedum having fleshy leaves and red or yellow or white flowers","","9","75969","0.642851277023835",""
"6102","stopping","noun","fastener consisting of a narrow strip of welded metal used to join steel members","fillet","8","23155430","0.617258744692319",""
"6103","straddle","verb","range or extend over; occupy a certain area","range","8","1556972","0.618927338021942",""
"6104","strangulation","noun","the act of suffocating (someone) by constricting the windpipe","choking, strangling, throttling","13","1144394","0.738006830868086",""
"6105","strategic","adjective","relating to or concerned with strategy","strategical","9","58323522","0.638351350297463",""
"6106","stratify","verb","develop different social levels, classes, or castes","","8","264924","0.619027155456796",""
"6107","straw","verb","spread by scattering (","strew","5","20988498","0.545997580042554",""
"6108","streak","verb","mark with spots or blotches of different color or shades of color as if stained","blotch, mottle","6","6080051","0.570958859001414",""
"6109","streaky","adjective","marked with or as if with stripes or linear discolorations","streaked","7","215361","0.595221460647064",""
"6110","streetwise","adjective","having the shrewd resourcefulness needed to survive in an urban environment","street smart, with-it","10","164043","0.666653996658315",""
"6111","strep","noun","spherical Gram-positive bacteria occurring in pairs or chains; cause e.g. scarlet fever and tonsillitis","streptococci, streptococcus","5","518258","0.547579012657779",""
"6112","stress","verb","to stress, single out as important","accent, accentuate, emphasise, emphasize, punctuate","6","130929495","0.561313589442565",""
"6113","stringent","adjective","demanding strict attention to rules and procedures","rigorous, tight","9","9881558","0.642093744222261",""
"6114","strive","verb","attempt by employing effort","endeavor, endeavour","6","12075778","0.570495657874813",""
"6115","strobile","noun","cone-shaped mass of ovule- or spore-bearing scales or bracts","cone, strobilus","8","28540","0.619045417351493",""
"6116","stupefy","verb","make senseless or dizzy by or as if by a blow","stun","7","103606","0.59523009430265",""
"6117","sturdy","adjective","having rugged physical strength; inured to fatigue or hardships","hardy, stalwart, stout","6","8386001","0.570780712358332",""
"6118","stuttgart","noun","a city in southwestern Germany famous for innovative architecture","","9","4742542","0.642490759963775",""
"6119","stuyvesant","noun","the last Dutch colonial administrator of New Netherland; in 1664 he was forced to surrender the colony to England (1592-1672)","peter stuyvesant, petrus stuyvesant","10","1834836","0.666524919200333",""
"6120","stylish","adjective","being or in accordance with current social fashions","fashionable","7","2132692","0.595073336845019",""
"6121","stylist","noun","someone who cuts or beautifies hair","hairdresser, hairstylist, styler","7","777571","0.595178026997502",""
"6122","stylus","noun","a pointed tool for writing or drawing or engraving","style","6","1855576","0.571285221689258",""
"6123","suasion","noun","the act of persuading (or attempting to persuade); communication intended to induce belief or action","persuasion","7","502427","0.595199283303998",""
"6124","subaqueous","adjective","growing or remaining under water","subaquatic, submerged, submersed, underwater","10","396613","0.666636029414974",""
"6125","subculture","noun","a social group within a national culture that has distinctive patterns of behavior and beliefs","","10","2007461","0.666511583020336",""
"6126","subcutaneous","adjective","relating to or located below the epidermis","hypodermic","12","7018543","0.713743498465439",""
"6127","subfusc","adjective","devoid of brightness or appeal","","7","5416","0.595237679991361",""
"6128","subjacent","adjective","lying nearby but lower","","9","616094","0.642809549555506",""
"6129","subjunctive","noun","a mood that represents an act or state (not as a fact but) as contingent or possible","subjunctive mood","11","2196358","0.690306513553146",""
"6130","sublieutenant","noun","an officer ranking next below a lieutenant","","13","42034","0.738091993917358",""
"6131","submersible","noun","a warship designed to operate under water","submersible warship","11","1260047","0.690378848452659",""
"6132","submerse","verb","sink below the surface; go under or as if under water","submerge","8","8309","0.619046980301573",""
"6133","submissiveness","noun","the trait of being willing to yield to the will of another person or a superior force etc.","","14","419007","0.761872394599978",""
"6134","suborder","noun","(biology) taxonomic group that is a subdivision of an order","","8","769960","0.618988138796402",""
"6135","subornation","noun","perjured testimony that someone was persuaded to give","","11","278284","0.69045469475581",""
"6136","subsidence","noun","the sudden collapse of something into a hollow beneath it","cave in","10","4867975","0.666290593421001",""
"6137","substitute","verb","act as a substitute","deputise, deputize, step in","10","53831471","0.662507908433924",""
"6138","success","noun","a person with a record of successes","achiever, succeeder, winner","7","191258064","0.58046241720522",""
"6139","sucre","noun","the basic unit of money in Ecuador; equal to 100 centavos","","5","597928","0.547572857735489",""
"6140","sucrose","noun","a complex carbohydrate found in many plants and used as a sweetening agent","saccharose","7","5879351","0.594783887930852",""
"6141","suddenly","adverb","on impulse; without premeditation","on the spur of the moment","8","92903689","0.611870328550751",""
"6142","sudra","noun","a member of the lowest or worker Hindu caste","shudra","5","100189","0.547611310664642",""
"6143","suede","noun","leather with a napped surface","suede leather","5","887458","0.547550490035595",""
"6144","sufficient","adjective","of a quantity that can fulfill a need or requirement but without being abundant","","10","233068356","0.648660925897795",""
"6145","suicidal","adjective","dangerous to yourself or your interests","self-destructive","8","5051217","0.618657389403431",""
"6146","sulfurous","adjective","characterized by oppressive heat and humidity","stifling, sulphurous, sultry","9","423758","0.642824408512874",""
"6147","summerset","noun","an acrobatic feat in which the feet roll over the head (either forward or backward) and return","flip, somersault, somersaulting, somerset, summersault","9","57257","0.642852722623256",""
"6148","summertime","noun","the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox","summer","10","1415978","0.666557278161554",""
"6149","sunbaked","adjective","dried out by heat or excessive exposure to sunlight","adust, baked, parched, scorched","8","81496","0.619041326224786",""
"6150","sunbeam","noun","a ray of sunlight","sunray","7","1458750","0.595125402373296",""
"6151","sunshine","noun","the quality of being cheerful and dispelling gloom","cheer, cheerfulness, sunniness","8","16485298","0.617774047116358",""
"6152","sunup","noun","the first light of day","aurora, break of day, break of the day, cockcrow, dawn, dawning, daybreak, dayspring, first light, morning, sunrise","5","265716","0.547598522842101",""
"6153","superconductivity","noun","the disappearance of electrical resistance at very low temperatures","","17","1992448","0.833179409519416",""
"6154","superfine","adjective","excessively delicate or refined","overrefined","9","533131","0.64281595887919",""
"6155","supergiant","noun","an extremely bright star of very large diameter and low density","","10","166652","0.666653795099482",""
"6156","superimpose","verb","place on top of","lay over, superpose","11","523099","0.690435781522468",""
"6157","superjacent","adjective","lying immediately above or on something else","","11","137377","0.690465580555171",""
"6158","supernatant","adjective","of a liquid; floating on the surface above a sediment or precipitate","","11","3316984","0.690219939360276",""
"6159","supernumerary","noun","a minor actor in crowd scenes","extra, spear carrier","13","1104158","0.738009939308569",""
"6160","supersensitive","adjective","having an allergy or peculiar or excessive susceptibility (especially to a specific factor)","allergic, hypersensitised, hypersensitive, hypersensitized, sensitised, sensitized, supersensitised, supersensitized","14","178478","0.761890976717506",""
"6161","superstar","noun","someone who is dazzlingly skilled in any field","ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard","9","922555","0.642785873847712",""
"6162","surd","adjective","produced without vibration of the vocal cords","hard, unvoiced, voiceless","4","182617","0.523795418862969",""
"6163","surfeit","noun","eating until excessively full","repletion","7","584475","0.595192944668828",""
"6164","surgery","noun","a room in a hospital equipped for the performance of surgical operations","operating room, operating theater, operating theatre, or","7","65025228","0.590214560998491",""
"6165","surname","noun","the name used to identify the members of a family (as distinguished from each member's given name)","cognomen, family name, last name","7","4194833","0.594914025716542",""
"6166","surprisal","noun","the act of surprising someone","surprise","9","40920","0.642853984741562",""
"6167","surpass","verb","move past","go by, go past, pass, pass by, travel by","7","3764862","0.594947243214871",""
"6168","surrealism","noun","a 20th century movement of artists and writers (developing out of dadaism) who used fantastic images and incongruous juxtapositions in order to represent unconscious thoughts and dreams","","10","1216884","0.666572659209607",""
"6169","surrender","noun","the act of surrendering (usually under agreed conditions)","capitulation, fall","9","31715509","0.64040695783233",""
"6170","suspect","verb","imagine to be the case or true or probable","surmise","7","29670718","0.592945880963929",""
"6171","suspender","noun","elastic straps that hold trousers up (usually used in the plural)","brace, gallus","9","297002","0.64283420107381",""
"6172","suslik","noun","rather large central Eurasian ground squirrel","citellus citellus, souslik","6","14964","0.571427418549127",""
"6173","sustentation","noun","the act of sustaining life by food or providing a means of subsistence","maintenance, sustainment, sustenance, upkeep","12","200355","0.71427023898631",""
"6174","susurrant","adjective","making a low continuous indistinct sound","murmuring, whispering","9","4774","0.642856777208251",""
"6175","suttee","noun","the act of a Hindu widow willingly cremating herself on the funeral pyre of her dead husband","","6","136539","0.571418026247415",""
"6176","suzerainty","noun","the domain of a suzerain","","10","588312","0.666621219669172",""
"6177","svedberg","noun","Swedish theologian (1688-1772)","emanuel svedberg, emanuel swedenborg, swedenborg","8","172222","0.619034317168935",""
"6178","swahili","noun","the most widely spoken Bantu languages; the official language of Kenya and Tanzania and widely used as a lingua franca in east and central Africa","","7","1074590","0.595155080733368",""
"6179","swash","verb","show off","blow, bluster, boast, brag, gas, gasconade, shoot a line, tout, vaunt","5","423955","0.547586298055503",""
"6180","swaziland","noun","a landlocked monarchy in southeastern Africa; member of the commonwealth that achieved independence from the United Kingdom in 1968","kingdom of swaziland","9","1346050","0.642753156654099",""
"6181","swedish","noun","a Scandinavian language that is the official language of Sweden and one of two official languages of Finland","","7","19592894","0.593724445336604",""
"6182","swimmingly","adverb","with no problems or difficulties","smoothly","10","105441","0.666658523967917",""
"6183","swimwear","noun","tight fitting garment worn for swimming","bathing costume, bathing suit, swimming costume, swimsuit","8","260211","0.619027519560583",""
"6184","swishy","adjective","resembling a sustained `sh' or soft whistle","","6","26523","0.571426525556197",""
"6185","swither","noun","agitation resulting from active worry","fret, lather, stew, sweat","7","3699","0.59523781263855",""
"6186","swoosh","noun","the noise produced by the sudden rush of a fluid (a gas or liquid)","whoosh","6","126148","0.571418829006264",""
"6187","swoop","noun","(music) rapid sliding up or down the musical scale","slide","5","1093479","0.547534573840727",""
"6188","sycamore","noun","thick-branched wide-spreading tree of Africa and adjacent southwestern Asia often buttressed with branches rising from near the ground; produces cluster of edible but inferior figs on short leafless twigs; the biblical sycamore","ficus sycomorus, mulberry fig, sycamore fig","8","2900977","0.618823506638332",""
"6189","syconium","noun","the fleshy multiple fruit of the fig consisting of an enlarged hollow receptacle containing numerous fruitlets","","8","9051","0.61904692297821",""
"6190","sylva","noun","the forest trees growing in a country or region","silva","5","539235","0.547577392075315",""
"6191","sylvan","adjective","relating to or characteristic of wooded regions","silvan","6","1811030","0.57128866309968",""
"6192","symbolize","verb","express indirectly by an image, form, or model; be a symbol","represent, stand for, symbolise, typify","9","2595840","0.642656603869756",""
"6193","sympathise","verb","to feel or express sympathy or compassion","commiserate, sympathize","10","323725","0.666641660392455",""
"6194","symphonious","adjective","harmonious in sound","symphonic","11","17621","0.690474832329663",""
"6195","syncretize","verb","become fused","syncretise","10","7509","0.666666089724786",""
"6196","synesthesia","noun","a sensation that normally occurs in one sense modality occurs when another modality is stimulated","synaesthesia","11","159730","0.690463853669544",""
"6197","synod","noun","a council convened to discuss ecclesiastical business","","5","8705582","0.546946499252708",""
"6198","synoptic","adjective","presenting or taking the same point of view; used especially with regard to the first three gospels of the New Testament","synoptical","8","2856550","0.618826938855385",""
"6199","synthetic","adjective","not of natural origin; prepared or made artificially","man-made, semisynthetic","9","30860624","0.64047300214941",""
"6200","syphon","verb","convey, draw off, or empty by or as if by a siphon","siphon, siphon off","6","512192","0.571389005097384",""
"6201","syringe","noun","a medical instrument used to inject or withdraw fluids","","7","5575339","0.594807374440645",""
"6202","tabernacle","noun","the Mormon temple","mormon tabernacle","10","4276692","0.666336273111177",""
"6203","tabor","noun","a small drum with one head of soft calfskin","tabour","5","2398620","0.547433744903457",""
"6204","tabu","noun","a prejudice (especially in Polynesia and other South Pacific islands) that prohibits the use or mention of something because of its sacred nature","taboo","4","712012","0.523754520343004",""
"6205","tachograph","noun","a tachometer that produces a graphical record of its readings; used to record the speed and duration of trips in a motor vehicle","","10","43137","0.666663337276294",""
"6206","tadpole","noun","a larval frog or toad","polliwog, pollywog","7","784236","0.595177512091552",""
"6207","tadzhikistan","noun","a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet","republic of tajikistan, tadjik, tadzhik, tajik, tajikistan","12","132956","0.714275445909962",""
"6208","taffeta","noun","a crisp smooth lustrous fabric","","7","639982","0.595188656464089",""
"6209","tagger","noun","a computer program that attaches labels to the grammatical constituents of textual matter","tagging program","6","99273","0.571420905239935",""
"6210","tahiti","noun","an island in the south Pacific; the most important island in French Polynesia; made famous by Robert Louis Stevenson and Paul Gauguin","","6","1795800","0.571289839696472",""
"6211","tail","noun","a spy employed to follow someone and report their movements","shadow, shadower","4","43899754","0.520418042423022",""
"6212","tailing","noun","the act of following someone secretly","shadowing","7","1351093","0.595133719437046",""
"6213","tailored","adjective","(of clothing) custom-made","bespoke, bespoken, made-to-order, tailor-made","8","7836426","0.618442217507409",""
"6214","talking","noun","an exchange of ideas via conversation","talk","7","98742232","0.587609746896982",""
"6215","talkie","noun","a movie with synchronized speech and singing","talking picture","6","523988","0.57138809379497",""
"6216","talon","noun","a sharp hooked claw especially on a bird of prey","","5","871294","0.54755173878875",""
"6217","tame","verb","correct by punishment or discipline","chasten, subdue","4","5368331","0.52339479545783",""
"6218","tameable","adjective","capable of being tamed","tamable","8","5938","0.619047163473667",""
"6219","tangerine","noun","a variety of mandarin orange","tangerine tree","9","582299","0.642812160395204",""
"6220","tangram","noun","a Chinese puzzle consisting of a square divided into seven pieces that must be arranged to match particular designs","","7","47547","0.595234425152262",""
"6221","tansy","noun","common perennial aromatic herb native to Eurasia having buttonlike yellow flower heads and bitter-tasting pinnate leaves sometimes used medicinally","golden buttons, scented fern, tanacetum vulgare","5","399177","0.547588212285006",""
"6222","tantalus","noun","(Greek mythology) a wicked king and son of Zeus; condemned in Hades to stand in water that receded when he tried to drink and beneath fruit that receded when he reached for it","","8","349053","0.619020656053541",""
"6223","tap","verb","draw from; make good use of","exploit","3","18628323","0.498560868230152",""
"6224","tapestried","adjective","hung or decorated with tapestry","","10","101693","0.666658813520431",""
"6225","tapeworm","noun","ribbonlike flatworms that are parasitic in the intestines of humans and other vertebrates","cestode","8","770646","0.61898808579933",""
"6226","tapis","noun","a heavy textile with a woven design; used for curtains and upholstery","tapestry","5","123068","0.547609543142776",""
"6227","tapper","noun","someone who wiretaps a telephone or telegraph wire","phone tapper, wiretapper","6","447977","0.57139396604046",""
"6228","tardigrade","noun","an arthropod of the division Tardigrada","","10","16534","0.666665392496548",""
"6229","tarheel","noun","a native or resident of North Carolina","north carolinian","7","73383","0.595232429186751",""
"6230","tarnish","verb","make dirty or spotty, as by exposure to air; also used metaphorically","defile, maculate, stain, sully","7","892991","0.595169110201585",""
"6231","tarsus","noun","the part of the foot of a vertebrate between the metatarsus and the leg; in human beings the bones of the ankle and heel collectively","","6","2607400","0.571227139370999",""
"6232","tartar","noun","a fiercely vigilant and unpleasant woman","dragon","6","3270527","0.571175909357778",""
"6233","taurus","noun","(astrology) a person who is born while the sun is in Taurus","bull","6","1715371","0.571296053255464",""
"6234","taut","adjective","pulled or drawn tight","tight","4","3163446","0.523565134303482",""
"6235","tawdry","adjective","tastelessly showy","brassy, cheap, flash, flashy, garish, gaudy, gimcrack, loud, meretricious, tacky, tatty, trashy","6","664072","0.571377271576644",""
"6236","taxation","noun","government income due to taxation","revenue, tax income, tax revenue","8","68279812","0.613772651249513",""
"6237","taylor","noun","12th President of the United States; died in office (1784-1850)","president taylor, zachary taylor","6","77438056","0.565446081600445",""
"6238","teapot","noun","pot for brewing tea; usually has a spout and handle","","6","1471500","0.571314893559892",""
"6239","tear","noun","a drop of the clear salty saline solution secreted by the lacrimal glands","teardrop","4","22900005","0.522040382365306",""
"6240","teardrop","noun","a drop of the clear salty saline solution secreted by the lacrimal glands","tear","8","367396","0.619019238961291",""
"6241","teashop","noun","a restaurant where tea and light meals are available","tea parlor, tea parlour, teahouse, tearoom","7","35682","0.595235341785286",""
"6242","technicality","noun","a specific detail in a set of rules or terms belonging to a particular field","","12","874387","0.714218166505063",""
"6243","technocrat","noun","an advocate of technocracy","","10","147125","0.666655303661896",""
"6244","technocracy","noun","a form of government in which scientists and technical experts are in control","","11","356697","0.690448636943315",""
"6245","tectonic","adjective","of or pertaining to construction or architecture","architectonic","8","4269125","0.618717810082275",""
"6246","tegucigalpa","noun","the capital and largest city of Honduras","honduran capital","11","624986","0.690427910221258",""
"6247","teleost","noun","a bony fish of the subclass Teleostei","teleost fish, teleostan","7","398791","0.595207289724563",""
"6248","teleport","verb","transport by dematerializing at one point and assembling at another","","8","269273","0.619026819473903",""
"6249","telescopy","noun","the art of making and using telescopes","","9","7690","0.642856551932069",""
"6250","television","noun","broadcasting visual images of stationary or moving objects","telecasting, tv, video","10","96287490","0.659227959925298",""
"6251","tell","verb","give instructions to or direct somebody to do something with authority","enjoin, order, say","4","294968497","0.50102167487463",""
"6252","telling","adjective","powerfully persuasive","cogent, weighty","7","58543804","0.59071528474705",""
"6253","temp","noun","a worker (especially in an office) hired on a temporary basis","temporary, temporary worker","4","6618473","0.523298215479653",""
"6254","temperance","noun","the trait of avoiding excesses","moderation","10","9340073","0.665945100567195",""
"6255","temperament","noun","your usual mood","disposition","11","10567840","0.689659772983785",""
"6256","temple","noun","(Judaism) the place of worship for a Jewish congregation","synagogue, tabernacle","6","61798317","0.566654332864144",""
"6257","tenant","noun","someone who pays rent to use land or a building or a car that is owned by someone else","renter","6","35420687","0.568692142112806",""
"6258","tenderise","verb","make tender or more tender as by marinating, pounding, or applying a tenderizer","tender, tenderize","9","691","0.642857092641259",""
"6259","tendon","noun","a cord or band of inelastic tissue connecting a muscle with its bony attachment","sinew","6","8265335","0.570790034435062",""
"6260","tendinous","adjective","consisting of tendons or resembling a tendon","sinewy","9","482380","0.642819879658167",""
"6261","tenebrous","adjective","dark and gloomy","tenebrific, tenebrious","9","48278","0.642853416297754",""
"6262","tenerife","noun","a Spanish island in the Atlantic off the northwestern coast of Africa; the largest of the Canary Islands","","8","243113","0.619028840470101",""
"6263","tensity","noun","the physical condition of being stretched or strained","tautness, tenseness, tension","7","164647","0.595225378567599",""
"6264","tent","noun","a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs)","collapsible shelter","4","20764279","0.522205378318142",""
"6265","terence","noun","dramatist of ancient Rome (born in Greece) whose comedies were based on works by Menander (190?-159 BC)","publius terentius afer","7","2853746","0.595017631669459",""
"6266","teredo","noun","typical shipworm","","6","289912","0.571406177384652",""
"6267","terete","adjective","especially of plant parts; cylindrical and tapering","","6","530008","0.571387628718628",""
"6268","termer","noun","a person who serves a specified term","","6","55339","0.571424299370171",""
"6269","termite","noun","whitish soft-bodied ant-like social insect that feeds on wood","white ant","7","1307992","0.595137049213695",""
"6270","ternion","noun","the cardinal number that is the sum of one and one and one","3, deuce-ace, iii, leash, tercet, ternary, terzetto, three, threesome, tierce, trey, triad, trine, trinity, trio, triplet, troika","7","5388","0.595237682154507",""
"6271","territorial","noun","a territorial military unit","territorial reserve","11","29449886","0.688201036623753",""
"6272","territorialize","verb","place on a territorial basis","territorialise","14","7842","0.761904159236897",""
"6273","testicle","noun","one of the two male reproductive glands that produce spermatozoa and secrete androgens","ball, ballock, bollock, egg, nut, orchis, testis","8","1524617","0.618929837614143",""
"6274","testy","adjective","easily irritated or annoyed","cranky, fractious, irritable, nettlesome, peckish, peevish, pettish, petulant, scratchy, techy, tetchy","5","444887","0.547584680949524",""
"6275","tetrachloride","noun","any compound that contains four chlorine atoms per molecule","","13","2709931","0.737885884984103",""
"6276","tetrachloroethylene","noun","anthelmintic agent used against hookworm and other nematodes","carbon dichloride, ethylene tetrachloride, tetrachlorethylene","19","257865","0.880932462706059",""
"6277","thailand","noun","a country of southeastern Asia that extends southward along the Isthmus of Kra to the Malay Peninsula","kingdom of thailand, siam","8","14697552","0.617912159802489",""
"6278","thales","noun","a presocratic Greek philosopher and astronomer (who predicted an eclipse in 585 BC) who was said by Aristotle to be the founder of physical science; he held that all things originated in water (624-546 BC)","thales of miletus","6","673432","0.571376548467913",""
"6279","thallophyte","noun","any of a group of cryptogamic organisms consisting principally of a thallus and thus showing no differentiation into stem and root and leaf","","11","5957","0.69047573343439",""
"6280","thane","noun","a feudal lord or baron","","5","833267","0.547554676572482",""
"6281","thebe","noun","100 thebe equal 1 pula in Botswana","","5","86203","0.547612391155958",""
"6282","thebes","noun","an ancient Egyptian city on the Nile River that flourished from the 22nd century BC to the 18th century BC; today the archeological remains include many splendid temples and tombs","","6","2937465","0.571201640131315",""
"6283","theelin","noun","a naturally occurring weak estrogenic hormone secreted by the mammalian ovary; synthesized (trade name Estronol) and used to treat estrogen deficiency","estrone, estronol, oestrone","7","68302","0.595232821720455",""
"6284","themis","noun","(Greek mythology) the Titaness who was goddess of justice in ancient mythology","","6","379156","0.571399282821016",""
"6285","theology","noun","the rational and systematic study of religion and its influences and of the nature of religious truth","divinity","8","35021029","0.616342065393113",""
"6286","thermocouple","noun","a kind of thermometer consisting of two wires of different metals that are joined at both ends; one junction is at the temperature to be measured and the other is held at a fixed lower temperature; the current generated in the circuit is proportional to the temperature difference","thermocouple junction","12","3536720","0.714012487419777",""
"6287","thermotropism","noun","an orienting response to warmth","","13","9452","0.738094511046491",""
"6288","theta","noun","the 8th letter of the Greek alphabet","","5","4038981","0.547307018475914",""
"6289","thief","noun","a criminal who takes property belonging to someone else with the intention of keeping it or selling it","stealer","5","8984661","0.546924938946975",""
"6290","thigh","noun","the upper joint of the leg of a fowl","second joint","5","8917918","0.546930095191213",""
"6291","thin","adjective","lacking excess flesh","lean","4","96213160","0.516376559447643",""
"6292","thinner","noun","a diluting agent","diluent, dilutant","7","6633335","0.594725638741348",""
"6293","thiouracil","noun","depresses the function of the thyroid gland","","10","291902","0.666644118884886",""
"6294","thirteenth","adjective","coming next after the twelfth in position","13th","10","13726256","0.665606245094443",""
"6295","thistle","noun","any of numerous plants of the family Compositae and especially of the genera Carduus and Cirsium and Onopordum having prickly-edged leaves","","7","2464239","0.595047723113119",""
"6296","thoracotomy","noun","surgical incision into the chest walls opening up the pleural cavity","","11","643174","0.690426505103565",""
"6297","thorndike","noun","United States educational psychologist (1874-1949)","edward lee thorndike","9","2356255","0.642675113058369",""
"6298","thoroughwort","noun","perennial herb of southeastern United States having white-rayed flower heads; formerly used as in folk medicine","agueweed, boneset, eupatorium perfoliatum","12","30464","0.714283363950571",""
"6299","thrall","noun","the state of being under the control of another person","bondage, slavery, thraldom, thralldom","6","1169974","0.571338188013241",""
"6300","threescore","adjective","being ten more than fifty","60, lx, sixty","10","568925","0.666622717415858",""
"6301","threesome","noun","three people considered as a unit","triad, trinity, trio","9","288918","0.642834825604898",""
"6302","threnody","noun","a song or hymn of mourning composed or performed as a memorial to a dead person","coronach, dirge, lament, requiem","8","131927","0.619037430167474",""
"6303","thrill","verb","feel sudden intense sensation or emotion","tickle, vibrate","6","6559317","0.570921833207688",""
"6304","thrilling","adjective","causing a surge of emotion or excitement","electrifying","9","4801927","0.642486172163346",""
"6305","thrips","noun","any of various small to minute sucking insects with narrow feathery wings if any; they feed on plant sap and many are destructive","thrip, thripid","6","1158464","0.571339077220666",""
"6306","throat","noun","the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone","pharynx","6","38900431","0.568423313772043",""
"6307","throe","noun","hard or painful trouble or struggle","","5","437670","0.547585238500348",""
"6308","throng","noun","a large gathering of people","concourse, multitude","6","4307605","0.571095789682887",""
"6309","throw","verb","cause to go on or to be engaged or set in operation","flip, switch","5","44518793","0.544179742246862",""
"6310","thrown","adjective","twisted together; as of filaments spun into a thread","thrown and twisted","6","46291127","0.567852344027496",""
"6311","thuggee","noun","murder and robbery by thugs","","7","29777","0.595235797977279",""
"6312","thug","noun","an aggressive and violent young criminal","goon, hood, hoodlum, punk, strong-armer, tough, toughie","4","688121","0.523756366047139",""
"6313","thuja","noun","red cedar","genus thuja","5","340611","0.547592736813421",""
"6314","thylacine","noun","rare doglike carnivorous marsupial of Tasmania having stripes on its back; probably extinct","tasmanian tiger, tasmanian wolf, thylacinus cynocephalus","9","34832","0.642854455071259",""
"6315","tiamat","noun","(Akkadian) mother of the gods and consort of Apsu","","6","177704","0.571414846036846",""
"6316","ticker","noun","the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body","heart, pump","6","1393687","0.571320905019263",""
"6317","tickseed","noun","any of numerous plants of the genus Coreopsis having a profusion of showy usually yellow daisylike flowers over long periods; North and South America","coreopsis, tick-weed, tickweed","8","23232","0.619045827422129",""
"6318","tideway","noun","a channel in which a tidal current runs","","7","40939","0.595234935654666",""
"6319","tiger","noun","large feline of forests in most of Asia having a tawny coat with black stripes; endangered","panthera tigris","5","10895411","0.546777323561443",""
"6320","tiflis","noun","the capital and largest city of Georgia on the Kura river","capital of georgia, tbilisi","6","410928","0.5713968282686",""
"6321","tighten","verb","narrow or limit","reduce","7","4887233","0.594860534211665",""
"6322","tightwad","noun","a miserly person","cheapskate","8","61341","0.61904288330347",""
"6323","tilefish","noun","yellow-spotted violet food fish of warm deep waters","lopholatilus chamaeleonticeps","8","118072","0.619038500538358",""
"6324","timber","noun","land that is covered with trees and shrubs","forest, timberland, woodland","6","68313141","0.566151028791693",""
"6325","timberland","noun","land that is covered with trees and shrubs","forest, timber, woodland","10","1362993","0.666561371528662",""
"6326","timely","adverb","at an opportune time","apropos, seasonably, well-timed","6","32858240","0.568890104484551",""
"6327","timework","noun","work paid for at a rate per unit of time","","8","14352","0.619046513448361",""
"6328","timidly","adverb","in a shy or timid or bashful manner","bashfully, shyly","7","1563303","0.595117325109707",""
"6329","timothy","noun","grass with long cylindrical spikes grown in northern United States and Europe for hay","herd's grass, phleum pratense","7","17664547","0.593873420182002",""
"6330","tin","noun","a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide","atomic number 50, sn","3","38650341","0.497014063098027",""
"6331","tinkling","adjective","like the short high ringing sound of a small bell","tinkly","8","1063441","0.618965465861187",""
"6332","tinware","noun","articles of commerce made of tin plate","","7","422825","0.595205432972934",""
"6333","tire","verb","exhaust or get tired through overuse or great strain or stress","fag, fag out, fatigue, jade, outwear, tire out, wear, wear down, wear out, wear upon, weary","4","26540380","0.521759144443491",""
"6334","titan","noun","a person of exceptional importance and reputation","behemoth, colossus, giant, heavyweight","5","3119880","0.547378023813325",""
"6335","titty","noun","either of two soft fleshy milk-secreting glandular organs on the chest of a woman","boob, bosom, breast, knocker, tit","5","160186","0.547606675584027",""
"6336","titular","adjective","existing in name only","nominal","7","1138007","0.595150181439946",""
"6337","toff","noun","informal term for an upper-class or wealthy person","nob","4","141271","0.523798613056731",""
"6338","tofu","noun","cheeselike food made of curdled soybean milk","bean curd","4","1381558","0.523702794428613",""
"6339","tog","verb","provide with clothes or put clothes on","apparel, clothe, dress, enclothe, fit out, garb, garment, habilitate, raiment","3","372888","0.499971195628078",""
"6340","token","noun","an individual instance of a type of symbol","item","5","13042143","0.546611477337805",""
"6341","tolbooth","noun","a booth at a tollgate where the toll collector collects tolls","tollbooth, tollhouse","8","78685","0.619041543389171",""
"6342","toleration","noun","a disposition to tolerate or accept people or situations","acceptance, sufferance","10","4006353","0.666357158206406",""
"6343","tomato","noun","native to South America; widely cultivated in many varieties","love apple, lycopersicon esculentum, tomato plant","6","12849662","0.570435871306703",""
"6344","tompion","noun","plug for the muzzle of a gun to keep out dust and moisture","tampion","7","38340","0.595235136440947",""
"6345","tone","noun","a quality of a given color that differs slightly from another color","shade, tincture, tint","4","67881335","0.518565340434278",""
